I0712 15:30:50.297367       1 flags.go:57] FLAG: --add-dir-header="false"
I0712 15:30:50.298285       1 flags.go:57] FLAG: --ap-ml-memory-hyperparam-wdeltam="0.5"
I0712 15:30:50.298291       1 flags.go:57] FLAG: --ap-ml-memory-hyperparam-wo="0.5"
I0712 15:30:50.298298       1 flags.go:57] FLAG: --ap-ml-memory-hyperparam-wu="0.5"
I0712 15:30:50.298349       1 flags.go:57] FLAG: --ap-ml-memory-num-dm="50"
I0712 15:30:50.298360       1 flags.go:57] FLAG: --ap-ml-memory-num-mm="500"
I0712 15:30:50.298367       1 flags.go:57] FLAG: --ap-ml-memory-size-buckets-mm="1"
I0712 15:30:50.298373       1 flags.go:57] FLAG: --checkpoints-gc-interval="10m0s"
I0712 15:30:50.298380       1 flags.go:57] FLAG: --checkpoints-timeout="1m0s"
I0712 15:30:50.298386       1 flags.go:57] FLAG: --container-name-label="name"
I0712 15:30:50.298458       1 flags.go:57] FLAG: --container-namespace-label="namespace"
I0712 15:30:50.298472       1 flags.go:57] FLAG: --container-pod-name-label="pod_name"
I0712 15:30:50.298478       1 flags.go:57] FLAG: --cpu-integer-post-processor-enabled="false"
I0712 15:30:50.298485       1 flags.go:57] FLAG: --external-metrics-cpu-metric=""
I0712 15:30:50.298491       1 flags.go:57] FLAG: --external-metrics-memory-metric=""
I0712 15:30:50.298496       1 flags.go:57] FLAG: --history-length="8d"
I0712 15:30:50.298569       1 flags.go:57] FLAG: --history-resolution="1h"
I0712 15:30:50.298582       1 flags.go:57] FLAG: --kube-api-burst="10"
I0712 15:30:50.298590       1 flags.go:57] FLAG: --kube-api-qps="5"
I0712 15:30:50.298597       1 flags.go:57] FLAG: --kubeconfig=""
I0712 15:30:50.298652       1 flags.go:57] FLAG: --log-backtrace-at=":0"
I0712 15:30:50.298666       1 flags.go:57] FLAG: --log-dir=""
I0712 15:30:50.298673       1 flags.go:57] FLAG: --log-file=""
I0712 15:30:50.298679       1 flags.go:57] FLAG: --log-file-max-size="1800"
I0712 15:30:50.298686       1 flags.go:57] FLAG: --logtostderr="true"
I0712 15:30:50.298693       1 flags.go:57] FLAG: --memory-aggregation-interval="24h0m0s"
I0712 15:30:50.298743       1 flags.go:57] FLAG: --memory-aggregation-interval-count="8"
I0712 15:30:50.298754       1 flags.go:57] FLAG: --memory-saver="false"
I0712 15:30:50.298760       1 flags.go:57] FLAG: --metric-for-pod-labels="up{job=\"kubernetes-pods\"}"
I0712 15:30:50.298767       1 flags.go:57] FLAG: --metrics-interval="1s"
I0712 15:30:50.298774       1 flags.go:57] FLAG: --min-checkpoints="10"
I0712 15:30:50.298780       1 flags.go:57] FLAG: --one-output="false"
I0712 15:30:50.298786       1 flags.go:57] FLAG: --oom-bump-up-ratio="1.2"
I0712 15:30:50.298840       1 flags.go:57] FLAG: --oom-min-bump-up-bytes="1.024e+08"
I0712 15:30:50.298847       1 flags.go:57] FLAG: --password=""
I0712 15:30:50.298854       1 flags.go:57] FLAG: --pod-label-prefix="pod_label_"
I0712 15:30:50.298860       1 flags.go:57] FLAG: --pod-name-label="kubernetes_pod_name"
I0712 15:30:50.298866       1 flags.go:57] FLAG: --pod-namespace-label="kubernetes_namespace"
I0712 15:30:50.298873       1 flags.go:57] FLAG: --prometheus-address=""
I0712 15:30:50.298879       1 flags.go:57] FLAG: --prometheus-cadvisor-job-name="kubernetes-cadvisor"
I0712 15:30:50.298886       1 flags.go:57] FLAG: --prometheus-query-timeout="5m"
I0712 15:30:50.298939       1 flags.go:57] FLAG: --recommender-interval="5m0s"
I0712 15:30:50.298945       1 flags.go:57] FLAG: --recommender-name="autopilot"
I0712 15:30:50.298951       1 flags.go:57] FLAG: --skip-headers="false"
I0712 15:30:50.298957       1 flags.go:57] FLAG: --skip-log-headers="false"
I0712 15:30:50.298964       1 flags.go:57] FLAG: --stderrthreshold="2"
I0712 15:30:50.298970       1 flags.go:57] FLAG: --storage=""
I0712 15:30:50.298976       1 flags.go:57] FLAG: --use-external-metrics="false"
I0712 15:30:50.299036       1 flags.go:57] FLAG: --username=""
I0712 15:30:50.299042       1 flags.go:57] FLAG: --v="5"
I0712 15:30:50.299049       1 flags.go:57] FLAG: --vmodule=""
I0712 15:30:50.299099       1 flags.go:57] FLAG: --vpa-object-namespace=""
I0712 15:30:50.299137       1 main.go:123] Vertical Pod Autoscaler 1.1.0 Recommender: autopilot
I0712 15:30:50.300632       1 discovery.go:214] Invalidating discovery information
I0712 15:30:50.390183       1 reflector.go:289] Starting reflector *v1.ReplicationController (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.390203       1 reflector.go:325] Listing and watching *v1.ReplicationController from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.502056       1 shared_informer.go:341] caches populated
I0712 15:30:50.502090       1 controller_fetcher.go:141] Initial sync of ReplicationController completed
I0712 15:30:50.502392       1 reflector.go:289] Starting reflector *v1.Job (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.502415       1 reflector.go:325] Listing and watching *v1.Job from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.606021       1 shared_informer.go:341] caches populated
I0712 15:30:50.606082       1 controller_fetcher.go:141] Initial sync of Job completed
I0712 15:30:50.606238       1 reflector.go:289] Starting reflector *v1.CronJob (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.606330       1 reflector.go:325] Listing and watching *v1.CronJob from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.710044       1 shared_informer.go:341] caches populated
I0712 15:30:50.710063       1 controller_fetcher.go:141] Initial sync of CronJob completed
I0712 15:30:50.710194       1 reflector.go:289] Starting reflector *v1.DaemonSet (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.710207       1 reflector.go:325] Listing and watching *v1.DaemonSet from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.814038       1 shared_informer.go:341] caches populated
I0712 15:30:50.814131       1 controller_fetcher.go:141] Initial sync of DaemonSet completed
I0712 15:30:50.814359       1 reflector.go:289] Starting reflector *v1.Deployment (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.814380       1 reflector.go:325] Listing and watching *v1.Deployment from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.914178       1 shared_informer.go:341] caches populated
I0712 15:30:50.914237       1 controller_fetcher.go:141] Initial sync of Deployment completed
I0712 15:30:50.914398       1 reflector.go:289] Starting reflector *v1.ReplicaSet (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:50.914410       1 reflector.go:325] Listing and watching *v1.ReplicaSet from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:51.015176       1 shared_informer.go:341] caches populated
I0712 15:30:51.015194       1 controller_fetcher.go:141] Initial sync of ReplicaSet completed
I0712 15:30:51.015350       1 reflector.go:289] Starting reflector *v1.StatefulSet (10m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:51.015368       1 reflector.go:325] Listing and watching *v1.StatefulSet from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/target/controller_fetcher/controller_fetcher.go:136
I0712 15:30:51.115727       1 shared_informer.go:341] caches populated
I0712 15:30:51.115756       1 controller_fetcher.go:141] Initial sync of StatefulSet completed
I0712 15:30:51.116415       1 reflector.go:289] Starting reflector *v1.Pod (1h0m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/recommender/input/cluster_feeder.go:192
I0712 15:30:51.116921       1 reflector.go:325] Listing and watching *v1.Pod from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/recommender/input/cluster_feeder.go:192
I0712 15:30:51.200925       1 cluster_feeder.go:121] Get Node 0 Max Assignable Value: CPU: 3.8, Memory 7.133753344e+09
I0712 15:30:51.210079       1 main.go:170] Using Metrics Server.
I0712 15:30:51.210868       1 reflector.go:289] Starting reflector *v1.VerticalPodAutoscaler (1h0m0s) from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/utils/vpa/api.go:90
I0712 15:30:51.210888       1 reflector.go:325] Listing and watching *v1.VerticalPodAutoscaler from k8s.io/autoscaler/vertical-pod-autoscaler/pkg/utils/vpa/api.go:90
I0712 15:30:51.314065       1 shared_informer.go:341] caches populated
I0712 15:30:51.314089       1 api.go:94] Initial VPA synced successfully
I0712 15:30:51.314222       1 shared_informer.go:341] caches populated
I0712 15:30:51.314236       1 fetcher.go:99] Initial sync of CronJob completed
I0712 15:30:51.314257       1 shared_informer.go:341] caches populated
I0712 15:30:51.314263       1 fetcher.go:99] Initial sync of DaemonSet completed
I0712 15:30:51.314269       1 shared_informer.go:341] caches populated
I0712 15:30:51.314274       1 fetcher.go:99] Initial sync of Deployment completed
I0712 15:30:51.314280       1 shared_informer.go:341] caches populated
I0712 15:30:51.314285       1 fetcher.go:99] Initial sync of ReplicaSet completed
I0712 15:30:51.314291       1 shared_informer.go:341] caches populated
I0712 15:30:51.314296       1 fetcher.go:99] Initial sync of StatefulSet completed
I0712 15:30:51.314302       1 shared_informer.go:341] caches populated
I0712 15:30:51.314307       1 fetcher.go:99] Initial sync of ReplicationController completed
I0712 15:30:51.314312       1 shared_informer.go:341] caches populated
I0712 15:30:51.314318       1 fetcher.go:99] Initial sync of Job completed
I0712 15:30:51.314668       1 recommender.go:216] INIT Rule Success
I0712 15:30:51.314686       1 recommender.go:290] New Recommender created &{clusterState:0xc0000f4150 clusterStateFeeder:0xc000034d20 checkpointWriter:0xc000708a80 checkpointsGCInterval:600000000000 controllerFetcher:0xc000368aa0 lastCheckpointGC:{wall:13951149899547519553 ext:1108364107 loc:0x2a29380} vpaClient:0xc0009ad8f0 podResourceRecommender:0xc000708b10 useCheckpoints:true lastAggregateContainerStateGC:{wall:13951149899547519473 ext:1108364036 loc:0x2a29380} recommendationPostProcessor:[0x2a8b1a0]}
I0712 15:30:51.314716       1 cluster_feeder.go:266] Initializing VPA from checkpoints
I0712 15:30:51.314727       1 cluster_feeder.go:373] Fetched 1 VPAs.
W0712 15:30:51.314775       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
I0712 15:30:51.314801       1 discovery.go:214] Invalidating discovery information
I0712 15:30:51.314805       1 cluster_feeder.go:275] Fetching checkpoints from namespace ryax-exec
W0712 15:30:51.314841       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
W0712 15:30:51.314849       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
W0712 15:30:51.314854       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
W0712 15:30:51.314858       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
W0712 15:30:51.314863       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
W0712 15:30:51.314867       1 shared_informer.go:459] The sharedIndexInformer has started, run more than once is not allowed
I0712 15:30:51.322944       1 main.go:238] recommenderRoundLength: 300
I0712 15:30:52.323103       1 main.go:245] Setup Finished.
I0712 15:30:52.323347       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:30:58.211427       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:30:58.211893       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:30:58.215819       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:30:58.215839       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:30:58.215897       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:30:58.223608       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:30:58.223783       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:30:58.394113       1 controller_fetcher.go:95] Starting to refresh entries in controllerFetchers scaleSubresourceCacheStorage
I0712 15:30:58.394172       1 controller_fetcher.go:100] Finished refreshing 0 entries in controllerFetchers scaleSubresourceCacheStorage
I0712 15:30:58.394184       1 controller_cache_storage.go:135] Removing entries from controllerCacheStorage
I0712 15:30:58.394193       1 controller_cache_storage.go:146] Removed 0 entries from controllerCacheStorage
I0712 15:30:58.694135       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:30:58.694232       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:30:58.698075       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:30:58.900193       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:30:58.900607       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:30:58.995705       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:30:58.995743       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:30:59.398081       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:30:59.508374       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:30:59.508714       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:30:59.790365       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:30:59.790399       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:00.323105       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:00.331789       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:00.332060       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:00.334432       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:00.334454       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:01.323379       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:01.334391       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:01.334728       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:01.343627       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:01.343657       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:02.323830       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:02.335904       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:02.336207       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:02.341903       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:02.341924       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:03.323930       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:03.334715       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:03.335206       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:03.345507       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:03.345545       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:04.323420       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:04.334200       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:04.334718       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:04.400662       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:04.400712       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:05.323193       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:05.333231       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:05.333639       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:05.395846       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:05.396237       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:05.395980       1 controller_fetcher.go:95] Starting to refresh entries in controllerFetchers scaleSubresourceCacheStorage
I0712 15:31:05.396308       1 controller_fetcher.go:100] Finished refreshing 0 entries in controllerFetchers scaleSubresourceCacheStorage
I0712 15:31:05.396320       1 controller_cache_storage.go:135] Removing entries from controllerCacheStorage
I0712 15:31:05.396328       1 controller_cache_storage.go:146] Removed 0 entries from controllerCacheStorage
I0712 15:31:06.323586       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:06.333723       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:06.334277       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:06.341116       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:06.341187       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:07.323587       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:07.334905       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:07.335279       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:07.344009       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:07.344038       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:08.323208       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:08.430125       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:08.430554       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:08.439590       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:08.439624       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:09.324007       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:09.335728       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:09.335955       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:09.340800       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:09.340815       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:10.323102       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:10.412296       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:10.412571       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:10.416477       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:10.416492       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:11.323216       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:11.331699       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:11.331915       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:11.335928       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:11.335943       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:12.323480       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:12.340269       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:12.340683       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:12.394372       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:12.394413       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:12.398081       1 controller_fetcher.go:95] Starting to refresh entries in controllerFetchers scaleSubresourceCacheStorage
I0712 15:31:12.398398       1 controller_fetcher.go:100] Finished refreshing 0 entries in controllerFetchers scaleSubresourceCacheStorage
I0712 15:31:12.398617       1 controller_cache_storage.go:135] Removing entries from controllerCacheStorage
I0712 15:31:12.398788       1 controller_cache_storage.go:146] Removed 0 entries from controllerCacheStorage
I0712 15:31:13.323944       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:13.334226       1 metrics_client.go:74] 60 podMetrics retrieved for all namespaces
I0712 15:31:13.334540       1 cluster_feeder.go:462] ClusterSpec fed with #132 ContainerUsageSamples for #66 containers. Dropped #0 samples.
I0712 15:31:13.341316       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:13.341347       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:14.323208       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:14.335534       1 metrics_client.go:74] 61 podMetrics retrieved for all namespaces
I0712 15:31:14.336129       1 cluster_feeder.go:462] ClusterSpec fed with #134 ContainerUsageSamples for #67 containers. Dropped #0 samples.
I0712 15:31:14.399218       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:14.399259       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:15.323124       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:15.332200       1 metrics_client.go:74] 61 podMetrics retrieved for all namespaces
I0712 15:31:15.332518       1 cluster_feeder.go:462] ClusterSpec fed with #134 ContainerUsageSamples for #67 containers. Dropped #0 samples.
I0712 15:31:15.336575       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:15.336591       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:16.324121       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:16.333301       1 metrics_client.go:74] 61 podMetrics retrieved for all namespaces
I0712 15:31:16.333592       1 cluster_feeder.go:462] ClusterSpec fed with #134 ContainerUsageSamples for #67 containers. Dropped #0 samples.
I0712 15:31:16.337535       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
I0712 15:31:16.337556       1 recommender.go:147] Key not exist yet workload-autopilot
I0712 15:31:17.323845       1 cluster_feeder.go:373] Fetched 1 VPAs.
I0712 15:31:17.333444       1 metrics_client.go:74] 61 podMetrics retrieved for all namespaces
I0712 15:31:17.333836       1 cluster_feeder.go:462] ClusterSpec fed with #134 ContainerUsageSamples for #67 containers. Dropped #0 samples.
I0712 15:31:17.339295       1 recommender.go:109] Execute Update VPA, Reason: ClusterOOMTODO? false, VPAOOMTodo? false, Algorithm? false
